Date,Passengers
2019-05-11,1985942.0
2019-05-12,2419114.0
2019-05-13,2512315.0
2019-05-14,2191387.0
2019-05-15,2343675.0
2019-05-16,2611324.0
2019-05-17,2664549.0
2019-05-18,2091116.0
2019-05-19,2620276.0
2019-05-20,2615691.0
2019-05-21,2312727.0
2019-05-22,2472123.0
2019-05-23,2673635.0
2019-05-24,2792670.0
2019-05-25,2124825.0
2019-05-26,2070716.0
2019-05-27,2512237.0
2019-05-28,2453649.0
2019-05-29,2269035.0
2019-05-30,2485770.0
2019-05-31,2570613.0
2019-06-01,2117180.0
2019-06-02,2555578.0
2019-06-03,2499002.0
2019-06-04,2247421.0
2019-06-05,2370152.0
2019-06-06,2623947.0
2019-06-07,2649808.0
2019-06-08,2225952.0
2019-06-09,2669860.0
2019-06-10,2644981.0
2019-06-11,2433189.0
2019-06-12,2509058.0
2019-06-13,2675686.0
2019-06-14,2727860.0
2019-06-15,2318946.0
2019-06-16,2642083.0
2019-06-17,2699580.0
2019-06-18,2466574.0
2019-06-19,2552395.0
2019-06-20,2728786.0
2019-06-21,2772903.0
2019-06-22,2378559.0
2019-06-23,2719643.0
2019-06-24,2716428.0
2019-06-25,2506510.0
2019-06-26,2594661.0
2019-06-27,2711222.0
2019-06-28,2730515.0
2019-06-29,2368846.0
2019-06-30,2632030.0
2019-07-01,2455536.0
2019-07-02,2347767.0
2019-07-03,2547889.0
2019-07-04,2088760.0
2019-07-05,2184253.0
2019-07-06,2345846.0
2019-07-07,2795369.0
2019-07-08,2748718.0
2019-07-09,2506859.0
2019-07-10,2515902.0
2019-07-11,2608209.0
2019-07-12,2716812.0
2019-07-13,2312178.0
2019-07-14,2669717.0
2019-07-15,2615115.0
2019-07-16,2447177.0
2019-07-17,2522563.0
2019-07-18,2716828.0
2019-07-19,2776960.0
2019-07-20,2396462.0
2019-07-21,2727355.0
2019-07-22,2635312.0
2019-07-23,2499460.0
2019-07-24,2561911.0
2019-07-25,2705399.0
2019-07-26,2732770.0
2019-07-27,2364925.0
2019-07-28,2700723.0
2019-07-29,2613346.0
2019-07-30,2438967.0
2019-07-31,2542365.0
2019-08-01,2742882.0
2019-08-02,2730936.0
2019-08-03,2367967.0
2019-08-04,2688640.0
2019-08-05,2619406.0
2019-08-06,2387115.0
2019-08-07,2430094.0
2019-08-08,2707986.0
2019-08-09,2725000.0
2019-08-10,2290340.0
2019-08-11,2647897.0
2019-08-12,2567986.0
2019-08-13,2306829.0
2019-08-14,2391906.0
2019-08-15,2602446.0
2019-08-16,2627564.0
2019-08-17,2171962.0
2019-08-18,2584444.0
2019-08-19,2576965.0
2019-08-20,2247446.0
2019-08-21,2306838.0
2019-08-22,2533184.0
2019-08-23,2559244.0
2019-08-24,2039233.0
2019-08-25,2493162.0
2019-08-26,2358007.0
2019-08-27,2015088.0
2019-08-28,2188688.0
2019-08-29,2561109.0
2019-08-30,2658558.0
2019-08-31,1954902.0
2019-09-01,1887845.0
2019-09-02,2278159.0
2019-09-03,2037750.0
2019-09-04,1889044.0
2019-09-05,2109858.0
2019-09-06,2198828.0
2019-09-07,1755502.0
2019-09-08,2370003.0
2019-09-09,2292985.0
2019-09-10,1943379.0
2019-09-11,2005867.0
2019-09-12,2449302.0
2019-09-13,2484025.0
2019-09-14,1879822.0
2019-09-15,2485134.0
2019-09-16,2405832.0
2019-09-17,2013050.0
2019-09-18,2146857.0
2019-09-19,2455410.0
2019-09-20,2571924.0
2019-09-21,1938402.0
2019-09-22,2517826.0
2019-09-23,2431388.0
2019-09-24,2033490.0
2019-09-25,2188236.0
2019-09-26,2510926.0
2019-09-27,2547611.0
2019-09-28,1966234.0
2019-09-29,2452596.0
2019-09-30,2368818.0
2019-10-01,1998980.0
2019-10-02,2082179.0
2019-10-03,2447687.0
2019-10-04,2526835.0
2019-10-05,1921185.0
2019-10-06,2542118.0
2019-10-07,2400153.0
2019-10-08,2035628.0
2019-10-09,2215233.0
2019-10-10,2605291.0
2019-10-11,2688032.0
2019-10-12,2074718.0
2019-10-13,2555333.0
2019-10-14,2616771.0
2019-10-15,2313632.0
2019-10-16,2317763.0
2019-10-17,2581007.0
2019-10-18,2637667.0
2019-10-19,2049855.0
2019-10-20,2606266.0
2019-10-21,2514673.0
2019-10-22,2126637.0
2019-10-23,2245199.0
2019-10-24,2541581.0
2019-10-25,2594337.0
2019-10-26,1931971.0
2019-10-27,2478287.0
2019-10-28,2347017.0
2019-10-29,1910506.0
2019-10-30,2066516.0
2019-10-31,2047910.0
2019-11-01,2319906.0
2019-11-02,1836781.0
2019-11-03,2459525.0
2019-11-04,2403304.0
2019-11-05,2005101.0
2019-11-06,2147882.0
2019-11-07,2507365.0
2019-11-08,2544350.0
2019-11-09,1908805.0
2019-11-10,2356349.0
2019-11-11,2465392.0
2019-11-12,2150003.0
2019-11-13,2072207.0
2019-11-14,2364920.0
2019-11-15,2437211.0
2019-11-16,1807230.0
2019-11-17,2396681.0
2019-11-18,2298856.0
2019-11-19,1900895.0
2019-11-20,2071631.0
2019-11-21,2428095.0
2019-11-22,2550459.0
2019-11-23,2194291.0
2019-11-24,2321546.0
2019-11-25,2254188.0
2019-11-26,2435170.0
2019-11-27,2624250.0
2019-11-28,1591158.0
2019-11-29,1968137.0
2019-11-30,2648268.0
2019-12-01,2882915.0
2019-12-02,2591470.0
2019-12-03,2280403.0
2019-12-04,2054380.0
2019-12-05,2262878.0
2019-12-06,2278205.0
2019-12-07,1755801.0
2019-12-08,2292079.0
2019-12-09,2226290.0
2019-12-10,1897051.0
2019-12-11,2020488.0
2019-12-12,2362310.0
2019-12-13,2388029.0
2019-12-14,1893871.0
2019-12-15,2300248.0
2019-12-16,2250386.0
2019-12-17,2009112.0
2019-12-18,2234374.0
2019-12-19,2471408.0
2019-12-20,2608088.0
2019-12-21,2487987.0
2019-12-22,2519399.0
2019-12-23,2490503.0
2019-12-24,1981433.0
2019-12-25,1937235.0
2019-12-26,2552194.0
2019-12-27,2582580.0
2019-12-28,2470786.0
2019-12-29,2575985.0
2019-12-30,2500396.0
2019-12-31,2009880.0
2020-01-01,2133253.0
2020-01-02,2392331.0
2020-01-03,2311732.0
2020-01-04,2178656.0
2020-01-05,2422272.0
2020-01-06,2210542.0
2020-01-07,1806480.0
2020-01-08,1815040.0
2020-01-09,2034472.0
2020-01-10,2072543.0
2020-01-11,1687974.0
2020-01-12,2183734.0
2020-01-13,1992453.0
2020-01-14,1691205.0
2020-01-15,1876782.0
2020-01-16,2242656.0
2020-01-17,2347075.0
2020-01-18,1781893.0
2020-01-19,2000260.0
2020-01-20,2298616.0
2020-01-21,1870459.0
2020-01-22,1801444.0
2020-01-23,2100401.0
2020-01-24,2145063.0
2020-01-25,1645196.0
2020-01-26,2136584.0
2020-01-27,2004609.0
2020-01-28,1643435.0
2020-01-29,1777171.0
2020-01-30,2085468.0
2020-01-31,2159047.0
2020-02-01,1658886.0
2020-02-02,1948138.0
2020-02-03,2054725.0
2020-02-04,1677798.0
2020-02-05,1843877.0
2020-02-06,2167857.0
2020-02-07,2271551.0
2020-02-08,1770241.0
2020-02-09,2224826.0
2020-02-10,2164951.0
2020-02-11,1814047.0
2020-02-12,2038375.0
2020-02-13,2415185.0
2020-02-14,2507588.0
2020-02-15,1972248.0
2020-02-16,2198657.0
2020-02-17,2494922.0
2020-02-18,2190300.0
2020-02-19,2129862.0
2020-02-20,2358511.0
2020-02-21,2429489.0
2020-02-22,1951535.0
2020-02-23,2380359.0
2020-02-24,2267382.0
2020-02-25,1919803.0
2020-02-26,2075554.0
2020-02-27,2364727.0
2020-02-28,2441643.0
2020-02-29,1949696.0
2020-03-01,2353150.0
2020-03-02,2089641.0
2020-03-03,1736393.0
2020-03-04,1877401.0
2020-03-05,2130015.0
2020-03-06,2198517.0
2020-03-07,1844811.0
2020-03-08,2119867.0
2020-03-09,1909363.0
2020-03-10,1617220.0
2020-03-11,1702686.0
2020-03-12,1788456.0
2020-03-13,1714372.0
2020-03-14,1485553.0
2020-03-15,1519192.0
2020-03-16,1257823.0
2020-03-17,953699.0
2020-03-18,779631.0
2020-03-19,620883.0
2020-03-20,593167.0
2020-03-21,548132.0
2020-03-22,454516.0
2020-03-23,331431.0
2020-03-24,279018.0
2020-03-25,239234.0
2020-03-26,203858.0
2020-03-27,199644.0
2020-03-28,184027.0
2020-03-29,180002.0
2020-03-30,154080.0
2020-03-31,146348.0
2020-04-01,136023.0
2020-04-02,124021.0
2020-04-03,129763.0
2020-04-04,118302.0
2020-04-05,122029.0
2020-04-06,108310.0
2020-04-07,97130.0
2020-04-08,94931.0
2020-04-09,104090.0
2020-04-10,108977.0
2020-04-11,93645.0
2020-04-12,90510.0
2020-04-13,102184.0
2020-04-14,87534.0
2020-04-15,90784.0
2020-04-16,95085.0
2020-04-17,106385.0
2020-04-18,97236.0
2020-04-19,105382.0
2020-04-20,99344.0
2020-04-21,92859.0
2020-04-22,98968.0
2020-04-23,111627.0
2020-04-24,123464.0
2020-04-25,114459.0
2020-04-26,128875.0
2020-04-27,119854.0
2020-04-28,110913.0
2020-04-29,119629.0
2020-04-30,154695.0
2020-05-01,171563.0
2020-05-02,134261.0
2020-05-03,170254.0
2020-05-04,163692.0
2020-05-05,130601.0
2020-05-06,140409.0
2020-05-07,190863.0
2020-05-08,215444.0
2020-05-09,169580.0
2020-05-10,200815.0
2020-05-11,215645.0
2020-05-12,163205.0
2020-05-13,176667.0
2020-05-14,234928.0
2020-05-15,250467.0
2020-05-16,193340.0
2020-05-17,253807.0
2020-05-18,244176.0
2020-05-19,190477.0
2020-05-20,230367.0
2020-05-21,318449.0
2020-05-22,348673.0
2020-05-23,253190.0
2020-05-24,267451.0
2020-05-25,340769.0
2020-05-26,264843.0
2020-05-27,261170.0
2020-05-28,321776.0
2020-05-29,327133.0
2020-05-30,268867.0
2020-05-31,352947.0
2020-06-01,353261.0
2020-06-02,267742.0
2020-06-03,304436.0
2020-06-04,391882.0
2020-06-05,419675.0
2020-06-06,353016.0
2020-06-07,441255.0
2020-06-08,430414.0
2020-06-09,338382.0
2020-06-10,386969.0
2020-06-11,502209.0
2020-06-12,519304.0
2020-06-13,437119.0
2020-06-14,544046.0
2020-06-15,534528.0
2020-06-16,417924.0
2020-06-17,441829.0
2020-06-18,576514.0
2020-06-19,587908.0
2020-06-20,507129.0
2020-06-21,590456.0
2020-06-22,607540.0
2020-06-23,471421.0
2020-06-24,494826.0
2020-06-25,623624.0
2020-06-26,632984.0
2020-06-27,546310.0
2020-06-28,633810.0
2020-06-29,625235.0
2020-06-30,500054.0
2020-07-01,626516.0
2020-07-02,764761.0
2020-07-03,718988.0
2020-07-04,466669.0
2020-07-05,732123.0
2020-07-06,755555.0
2020-07-07,641761.0
2020-07-08,632498.0
2020-07-09,709653.0
2020-07-10,711124.0
2020-07-11,656284.0
2020-07-12,754545.0
2020-07-13,697985.0
2020-07-14,540268.0
2020-07-15,589285.0
2020-07-16,706164.0
2020-07-17,720378.0
2020-07-18,646654.0
2020-07-19,747422.0
2020-07-20,695330.0
2020-07-21,530421.0
2020-07-22,570951.0
2020-07-23,704815.0
2020-07-24,724770.0
2020-07-25,649027.0
2020-07-26,751205.0
2020-07-27,700043.0
2020-07-28,536756.0
2020-07-29,573200.0
2020-07-30,718310.0
2020-07-31,767320.0
2020-08-01,709033.0
2020-08-02,799861.0
2020-08-03,737235.0
2020-08-04,543601.0
2020-08-05,595739.0
2020-08-06,743599.0
2020-08-07,762547.0
2020-08-08,683212.0
2020-08-09,831789.0
2020-08-10,761861.0
2020-08-11,559420.0
2020-08-12,590749.0
2020-08-13,761821.0
2020-08-14,783744.0
2020-08-15,689895.0
2020-08-16,862949.0
2020-08-17,773319.0
2020-08-18,565946.0
2020-08-19,586718.0
2020-08-20,772380.0
2020-08-21,764468.0
2020-08-22,625822.0
2020-08-23,841806.0
2020-08-24,726788.0
2020-08-25,523186.0
2020-08-26,540043.0
2020-08-27,721060.0
2020-08-28,738873.0
2020-08-29,591734.0
2020-08-30,807695.0
2020-08-31,711178.0
2020-09-01,516068.0
2020-09-02,578131.0
2020-09-03,877698.0
2020-09-04,968673.0
2020-09-05,664640.0
2020-09-06,689630.0
2020-09-07,935308.0
2020-09-08,704075.0
2020-09-09,616923.0
2020-09-10,755051.0
2020-09-11,731353.0
2020-09-12,613703.0
2020-09-13,809850.0
2020-09-14,729558.0
2020-09-15,522383.0
2020-09-16,577847.0
2020-09-17,784746.0
2020-09-18,812214.0
2020-09-19,638575.0
2020-09-20,847968.0
2020-09-21,769936.0
2020-09-22,549741.0
2020-09-23,608726.0
2020-09-24,826316.0
2020-09-25,826329.0
2020-09-26,659350.0
2020-09-27,873038.0
2020-09-28,797699.0
2020-09-29,568688.0
2020-09-30,634046.0
2020-10-01,855908.0
2020-10-02,857186.0
2020-10-03,677661.0
2020-10-04,900911.0
2020-10-05,816838.0
2020-10-06,590766.0
2020-10-07,668519.0
2020-10-08,936915.0
2020-10-09,968545.0
2020-10-10,769868.0
2020-10-11,984234.0
2020-10-12,958440.0
2020-10-13,680894.0
2020-10-14,717940.0
2020-10-15,950024.0
2020-10-16,973046.0
2020-10-17,788743.0
2020-10-18,1031505.0
2020-10-19,921031.0
2020-10-20,662484.0
2020-10-21,694150.0
2020-10-22,934386.0
2020-10-23,958437.0
2020-10-24,755287.0
2020-10-25,983745.0
2020-10-26,898735.0
2020-10-27,648517.0
2020-10-28,666957.0
2020-10-29,873636.0
2020-10-30,892712.0
2020-10-31,618476.0
2020-11-01,936092.0
2020-11-02,846138.0
2020-11-03,575829.0
2020-11-04,636533.0
2020-11-05,867105.0
2020-11-06,895091.0
2020-11-07,689951.0
2020-11-08,973020.0
2020-11-09,836600.0
2020-11-10,596475.0
2020-11-11,674633.0
2020-11-12,866679.0
2020-11-13,881579.0
2020-11-14,697360.0
2020-11-15,978297.0
2020-11-16,883157.0
2020-11-17,611497.0
2020-11-18,703135.0
2020-11-19,907332.0
2020-11-20,1019836.0
2020-11-21,984369.0
2020-11-22,1047934.0
2020-11-23,917354.0
2020-11-24,912090.0
2020-11-25,1070967.0
2020-11-26,560902.0
2020-11-27,820399.0
2020-11-28,964630.0
2020-11-29,1176091.0
2020-11-30,981912.0
2020-12-01,780283.0
2020-12-02,632356.0
2020-12-03,738050.0
2020-12-04,753951.0
2020-12-05,629430.0
2020-12-06,837137.0
2020-12-07,703546.0
2020-12-08,501513.0
2020-12-09,564372.0
2020-12-10,754307.0
2020-12-11,787489.0
2020-12-12,662380.0
2020-12-13,865014.0
2020-12-14,752451.0
2020-12-15,552024.0
2020-12-16,641966.0
2020-12-17,846934.0
2020-12-18,1066747.0
2020-12-19,1073563.0
2020-12-20,1064619.0
2020-12-21,954782.0
2020-12-22,992167.0
2020-12-23,1191123.0
2020-12-24,846520.0
2020-12-25,616469.0
2020-12-26,1128773.0
2020-12-27,1284599.0
2020-12-28,1111751.0
2020-12-29,1019347.0
2020-12-30,1163696.0
2020-12-31,874406.0
2021-01-01,805990.0
2021-01-02,1192881.0
2021-01-03,1327289.0
2021-01-04,1080346.0
2021-01-05,766594.0
2021-01-06,665855.0
2021-01-07,771734.0
2021-01-08,772471.0
2021-01-09,709444.0
2021-01-10,886536.0
2021-01-11,708177.0
2021-01-12,520117.0
2021-01-13,567401.0
2021-01-14,803688.0
2021-01-15,903039.0
2021-01-16,690438.0
2021-01-17,810654.0
2021-01-18,878048.0
2021-01-19,560190.0
2021-01-20,542338.0
2021-01-21,728978.0
2021-01-22,755028.0
2021-01-23,603527.0
2021-01-24,838116.0
2021-01-25,701709.0
2021-01-26,468933.0
2021-01-27,536935.0
2021-01-28,750558.0
2021-01-29,774688.0
2021-01-30,617489.0
2021-01-31,859039.0
2021-02-01,628989.0
2021-02-02,493338.0
2021-02-03,618615.0
2021-02-04,778065.0
2021-02-05,868624.0
2021-02-06,705951.0
2021-02-07,854636.0
2021-02-08,864783.0
2021-02-09,617619.0
2021-02-10,735009.0
2021-02-11,1034514.0
2021-02-12,1151420.0
2021-02-13,900696.0
2021-02-14,946458.0
2021-02-15,967693.0
2021-02-16,738825.0
2021-02-17,773422.0
2021-02-18,914823.0
2021-02-19,1059452.0
2021-02-20,942238.0
2021-02-21,1115479.0
2021-02-22,963280.0
2021-02-23,714725.0
2021-02-24,802230.0
2021-02-25,1051149.0
2021-02-26,1096348.0
2021-02-27,917282.0
2021-02-28,1190682.0
2021-03-01,1049692.0
2021-03-02,744812.0
2021-03-03,826924.0
2021-03-04,1107534.0
2021-03-05,1168734.0
2021-03-06,992406.0
2021-03-07,1278557.0
2021-03-08,1119303.0
2021-03-09,825745.0
2021-03-10,974221.0
2021-03-11,1286894.0
2021-03-12,1409771.0
2021-03-13,1227484.0
2021-03-14,1345284.0
2021-03-15,1267345.0
2021-03-16,1092548.0
2021-03-17,1146539.0
2021-03-18,1413141.0
2021-03-19,1477841.0
2021-03-20,1373259.0
2021-03-21,1543136.0
2021-03-22,1360290.0
2021-03-23,1076453.0
2021-03-24,1164954.0
2021-03-25,1444744.0
2021-03-26,1535156.0
2021-03-27,1408198.0
2021-03-28,1574228.0
2021-03-29,1406234.0
2021-03-30,1130520.0
2021-03-31,1278113.0
2021-04-01,1562239.0
2021-04-02,1580785.0
2021-04-03,1397958.0
2021-04-04,1543474.0
2021-04-05,1561959.0
2021-04-06,1195306.0
2021-04-07,1230939.0
2021-04-08,1510829.0
2021-04-09,1549181.0
2021-04-10,1378237.0
2021-04-11,1561495.0
2021-04-12,1468972.0
2021-04-13,1085034.0
2021-04-14,1152703.0
2021-04-15,1491435.0
2021-04-16,1468218.0
2021-04-17,1277815.0
2021-04-18,1572383.0
2021-04-19,1412500.0
2021-04-20,1082443.0
2021-04-21,1164099.0
2021-04-22,1509649.0
2021-04-23,1521393.0
2021-04-24,1259724.0
2021-04-25,1571220.0
2021-04-26,1369410.0
2021-04-27,1077199.0
2021-04-28,1184326.0
2021-04-29,1526681.0
2021-04-30,1558553.0
2021-05-01,1335535.0
2021-05-02,1626962.0
2021-05-03,1463672.0
2021-05-04,1134103.0
2021-05-05,1268938.0
2021-05-06,1644050.0
2021-05-07,1703267.0
2021-05-08,1429657.0
2021-05-09,1707805.0
2021-05-10,1657722.0
2021-05-11,1315493.0
2021-05-12,1424664.0
2021-05-13,1743515.0
2021-05-14,1716561.0
2021-05-15,1453267.0
2021-05-16,1850531.0
2021-05-17,1734541.0
2021-05-18,1408017.0
2021-05-19,1496089.0
2021-05-20,1728496.0
2021-05-21,1820433.0
2021-05-22,1550044.0
2021-05-23,1863697.0
2021-05-24,1747353.0
2021-05-25,1470840.0
2021-05-26,1618169.0
2021-05-27,1854534.0
2021-05-28,1959593.0
2021-05-29,1605810.0
2021-05-30,1650454.0
2021-05-31,1900170.0
2021-06-01,1682752.0
2021-06-02,1587910.0
2021-06-03,1815931.0
2021-06-04,1879885.0
2021-06-05,1681192.0
2021-06-06,1984658.0
2021-06-07,1828396.0
2021-06-08,1560561.0
2021-06-09,1669537.0
2021-06-10,1975189.0
2021-06-11,2028961.0
2021-06-12,1812797.0
2021-06-13,2097433.0
2021-06-14,1800954.0
2021-06-15,1678688.0
2021-06-16,1792370.0
2021-06-17,2039425.0
2021-06-18,2081115.0
2021-06-19,1882381.0
2021-06-20,2100761.0
2021-06-21,2030577.0
2021-06-22,1795141.0
2021-06-23,1801329.0
2021-06-24,2085327.0
2021-06-25,2137584.0
2021-06-26,1918705.0
2021-06-27,2167380.0
2021-06-28,2066964.0
2021-06-29,1808306.0
2021-06-30,1920663.0
2021-07-01,2147090.0
2021-07-02,2196411.0
2021-07-03,1915017.0
2021-07-04,1681896.0
2021-07-05,2160147.0
2021-07-06,1889911.0
2021-07-07,1880160.0
2021-07-08,2027364.0
2021-07-09,2147903.0
2021-07-10,1987652.0
2021-07-11,2198635.0
2021-07-12,2093066.0
2021-07-13,1832878.0
2021-07-14,1900945.0
2021-07-15,2152053.0
2021-07-16,2199815.0
2021-07-17,1979981.0
2021-07-18,2227704.0
2021-07-19,2141429.0
2021-07-20,1871986.0
2021-07-21,1934918.0
2021-07-22,2101343.0
2021-07-23,2159300.0
2021-07-24,1942871.0
2021-07-25,2177129.0
2021-07-26,2124474.0
2021-07-27,1858328.0
2021-07-28,1923980.0
2021-07-29,2127634.0
2021-07-30,2198585.0
2021-07-31,2007412.0
2021-08-01,2238462.0
2021-08-02,2031758.0
2021-08-03,1797120.0
2021-08-04,1855299.0
2021-08-05,2063720.0
2021-08-06,2109091.0
2021-08-07,1925641.0
2021-08-08,2168264.0
2021-08-09,2022858.0
2021-08-10,1727075.0
2021-08-11,1761348.0
2021-08-12,2045301.0
2021-08-13,2065379.0
2021-08-14,1811767.0
2021-08-15,2114166.0
2021-08-16,1980585.0
2021-08-17,1607238.0
2021-08-18,1678231.0
2021-08-19,1945026.0
2021-08-20,1990608.0
2021-08-21,1685462.0
2021-08-22,1965020.0
2021-08-23,1820355.0
2021-08-24,1468219.0
2021-08-25,1539707.0
2021-08-26,1826310.0
2021-08-27,1853622.0
2021-08-28,1511294.0
2021-08-29,1900658.0
2021-08-30,1629475.0
2021-08-31,1345064.0
2021-09-01,1465197.0
2021-09-02,1896846.0
2021-09-03,2129999.0
2021-09-04,1545955.0
2021-09-05,1630786.0
2021-09-06,2025556.0
2021-09-07,1662932.0
2021-09-08,1439804.0
2021-09-09,1685668.0
2021-09-10,1792979.0
2021-09-11,1363653.0
2021-09-12,1966456.0
2021-09-13,1672895.0
2021-09-14,1271516.0
2021-09-15,1455913.0
2021-09-16,1851345.0
2021-09-17,1942337.0
2021-09-18,1476269.0
2021-09-19,2075468.0
2021-09-20,1820152.0
2021-09-21,1338166.0
2021-09-22,1460478.0
2021-09-23,1904732.0
2021-09-24,2019891.0
2021-09-25,1525438.0
2021-09-26,2102155.0
2021-09-27,1849171.0
2021-09-28,1334997.0
2021-09-29,1448369.0
2021-09-30,1934592.0
2021-10-01,2011794.0
2021-10-02,1534114.0
2021-10-03,2100167.0
2021-10-04,1842054.0
2021-10-05,1390201.0
2021-10-06,1563565.0
2021-10-07,2063090.0
2021-10-08,2169783.0
2021-10-09,1645563.0
2021-10-10,2086146.0
2021-10-11,2083627.0
2021-10-12,1695970.0
2021-10-13,1641419.0
2021-10-14,2048398.0
2021-10-15,2070878.0
2021-10-16,1704466.0
2021-10-17,2213296.0
2021-10-18,2001297.0
2021-10-19,1446353.0
2021-10-20,1647089.0
2021-10-21,2046694.0
2021-10-22,2108582.0
2021-10-23,1626185.0
2021-10-24,2107839.0
2021-10-25,1989373.0
2021-10-26,1503587.0
2021-10-27,1547075.0
2021-10-28,1927041.0
2021-10-29,1982773.0
2021-10-30,1518020.0
2021-10-31,1845965.0
2021-11-01,1992577.0
2021-11-02,1487874.0
2021-11-03,1525948.0
2021-11-04,1940302.0
2021-11-05,2035406.0
2021-11-06,1527465.0
2021-11-07,2152721.0
2021-11-08,1955530.0
2021-11-09,1456657.0
2021-11-10,1691526.0
2021-11-11,2064753.0
2021-11-12,2001439.0
2021-11-13,1559772.0
2021-11-14,2150150.0
2021-11-15,2010601.0
2021-11-16,1491890.0
2021-11-17,1624511.0
2021-11-18,2044545.0
2021-11-19,2242956.0
2021-11-20,2004579.0
2021-11-21,2213716.0
2021-11-22,2081064.0
2021-11-23,2207949.0
2021-11-24,2311978.0
2021-11-25,1382230.0
2021-11-26,1778983.0
2021-11-27,2208192.0
2021-11-28,2451300.0
2021-11-29,2237087.0
2021-11-30,1810460.0
2021-12-01,1660506.0
2021-12-02,1866275.0
2021-12-03,1952294.0
2021-12-04,1566729.0
2021-12-05,2068792.0
2021-12-06,1854048.0
2021-12-07,1459054.0
2021-12-08,1610785.0
2021-12-09,1959937.0
2021-12-10,2045674.0
2021-12-11,1669737.0
2021-12-12,2040364.0
2021-12-13,1912915.0
2021-12-14,1520251.0
2021-12-15,1762920.0
2021-12-16,2062579.0
2021-12-17,2233754.0
2021-12-18,2035273.0
2021-12-19,2118528.0
2021-12-20,2098540.0
2021-12-21,1979089.0
2021-12-22,2081297.0
2021-12-23,2187792.0
2021-12-24,1709601.0
2021-12-25,1533398.0
2021-12-26,2070554.0
2021-12-27,2089186.0
2021-12-28,1995747.0
2021-12-29,2017937.0
2021-12-30,2049604.0
2021-12-31,1650795.0
2022-01-01,1616316.0
2022-01-02,2023309.0
2022-01-03,1916499.0
2022-01-04,1666715.0
2022-01-05,1493235.0
2022-01-06,1533544.0
2022-01-07,1502714.0
2022-01-08,1449698.0
2022-01-09,1693518.0
